"device","dataset","camera_path","camera_step","viewport","ao-NA-1-NA","img ao-NA-1-NA","ao-NA-5-NA","img ao-NA-5-NA","pathtracer-NA-NA-10","img pathtracer-NA-NA-10","pathtracer-NA-NA-5","img pathtracer-NA-NA-5","scivis-false-1-NA","img scivis-false-1-NA","scivis-false-5-NA","img scivis-false-5-NA","scivis-true-1-NA","img scivis-true-1-NA","scivis-true-5-NA","img scivis-true-5-NA"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","8","512","181.3391","vdb-volume_ao_orbit-y_8_512_NA_1_NA.png","168.7889","vdb-volume_ao_orbit-y_8_512_NA_5_NA.png","17.9266","vdb-volume_pathtracer_orbit-y_8_512_NA_NA_10.png","20.3458","vdb-volume_pathtracer_orbit-y_8_512_NA_NA_5.png","183.2586","vdb-volume_scivis_orbit-y_8_512_false_1_NA.png","184.1661","vdb-volume_scivis_orbit-y_8_512_false_5_NA.png","142.9317","vdb-volume_scivis_orbit-y_8_512_true_1_NA.png","142.6745","vdb-volume_scivis_orbit-y_8_512_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","8","512","58.3775","vdb-volume_ao_orbit-y_8_512_NA_1_NA.png","53.3419","vdb-volume_ao_orbit-y_8_512_NA_5_NA.png","5.2253","vdb-volume_pathtracer_orbit-y_8_512_NA_NA_10.png","5.8281","vdb-volume_pathtracer_orbit-y_8_512_NA_NA_5.png","59.7625","vdb-volume_scivis_orbit-y_8_512_false_1_NA.png","58.5700","vdb-volume_scivis_orbit-y_8_512_false_5_NA.png","44.8952","vdb-volume_scivis_orbit-y_8_512_true_1_NA.png","42.5065","vdb-volume_scivis_orbit-y_8_512_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","8","512","50.0528","vdb-volume_ao_orbit-y_8_512_NA_1_NA.png","50.4849","vdb-volume_ao_orbit-y_8_512_NA_5_NA.png","5.9139","vdb-volume_pathtracer_orbit-y_8_512_NA_NA_10.png","6.6204","vdb-volume_pathtracer_orbit-y_8_512_NA_NA_5.png","56.6190","vdb-volume_scivis_orbit-y_8_512_false_1_NA.png","54.4828","vdb-volume_scivis_orbit-y_8_512_false_5_NA.png","32.6364","vdb-volume_scivis_orbit-y_8_512_true_1_NA.png","44.7551","vdb-volume_scivis_orbit-y_8_512_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","8","512","162.1303","vdb-volume_ao_orbit-y_8_512_NA_1_NA.png","148.6286","vdb-volume_ao_orbit-y_8_512_NA_5_NA.png","16.3022","vdb-volume_pathtracer_orbit-y_8_512_NA_NA_10.png","18.3323","vdb-volume_pathtracer_orbit-y_8_512_NA_NA_5.png","165.3338","vdb-volume_scivis_orbit-y_8_512_false_1_NA.png","157.5341","vdb-volume_scivis_orbit-y_8_512_false_5_NA.png","129.6452","vdb-volume_scivis_orbit-y_8_512_true_1_NA.png","129.4978","vdb-volume_scivis_orbit-y_8_512_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","9","1024","22.8638","vdb-volume_ao_orbit-y_9_1024_NA_1_NA.png","20.4879","vdb-volume_ao_orbit-y_9_1024_NA_5_NA.png","2.2263","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_10.png","2.5237","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_5.png","23.4997","vdb-volume_scivis_orbit-y_9_1024_false_1_NA.png","23.4267","vdb-volume_scivis_orbit-y_9_1024_false_5_NA.png","18.3208","vdb-volume_scivis_orbit-y_9_1024_true_1_NA.png","18.3811","vdb-volume_scivis_orbit-y_9_1024_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","9","1024","51.2361","vdb-volume_ao_orbit-y_9_1024_NA_1_NA.png","47.1821","vdb-volume_ao_orbit-y_9_1024_NA_5_NA.png","4.6339","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_10.png","5.2622","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_5.png","52.0494","vdb-volume_scivis_orbit-y_9_1024_false_1_NA.png","52.0359","vdb-volume_scivis_orbit-y_9_1024_false_5_NA.png","39.7817","vdb-volume_scivis_orbit-y_9_1024_true_1_NA.png","39.8715","vdb-volume_scivis_orbit-y_9_1024_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","9","1024","15.5225","vdb-volume_ao_orbit-y_9_1024_NA_1_NA.png","14.4172","vdb-volume_ao_orbit-y_9_1024_NA_5_NA.png","1.4272","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_10.png","1.6269","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_5.png","16.1165","vdb-volume_scivis_orbit-y_9_1024_false_1_NA.png","16.2540","vdb-volume_scivis_orbit-y_9_1024_false_5_NA.png","12.2607","vdb-volume_scivis_orbit-y_9_1024_true_1_NA.png","12.2797","vdb-volume_scivis_orbit-y_9_1024_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","9","1024","15.2030","vdb-volume_ao_orbit-y_9_1024_NA_1_NA.png","13.8471","vdb-volume_ao_orbit-y_9_1024_NA_5_NA.png","1.3920","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_10.png","1.6776","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_5.png","14.9869","vdb-volume_scivis_orbit-y_9_1024_false_1_NA.png","15.3309","vdb-volume_scivis_orbit-y_9_1024_false_5_NA.png","11.9522","vdb-volume_scivis_orbit-y_9_1024_true_1_NA.png","11.9815","vdb-volume_scivis_orbit-y_9_1024_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","9","1024","45.9059","vdb-volume_ao_orbit-y_9_1024_NA_1_NA.png","41.6145","vdb-volume_ao_orbit-y_9_1024_NA_5_NA.png","4.2123","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_10.png","4.7529","vdb-volume_pathtracer_orbit-y_9_1024_NA_NA_5.png","46.9942","vdb-volume_scivis_orbit-y_9_1024_false_1_NA.png","46.7655","vdb-volume_scivis_orbit-y_9_1024_false_5_NA.png","36.2587","vdb-volume_scivis_orbit-y_9_1024_true_1_NA.png","36.0004","vdb-volume_scivis_orbit-y_9_1024_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","9","2048","5.8295","vdb-volume_ao_orbit-y_9_2048_NA_1_NA.png","5.2012","vdb-volume_ao_orbit-y_9_2048_NA_5_NA.png","0.5616","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_10.png","0.6360","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_5.png","5.9620","vdb-volume_scivis_orbit-y_9_2048_false_1_NA.png","5.9545","vdb-volume_scivis_orbit-y_9_2048_false_5_NA.png","4.6733","vdb-volume_scivis_orbit-y_9_2048_true_1_NA.png","4.6810","vdb-volume_scivis_orbit-y_9_2048_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","9","2048","13.0942","vdb-volume_ao_orbit-y_9_2048_NA_1_NA.png","12.0586","vdb-volume_ao_orbit-y_9_2048_NA_5_NA.png","1.1692","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_10.png","1.3332","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_5.png","13.2769","vdb-volume_scivis_orbit-y_9_2048_false_1_NA.png","13.2432","vdb-volume_scivis_orbit-y_9_2048_false_5_NA.png","10.1529","vdb-volume_scivis_orbit-y_9_2048_true_1_NA.png","10.1378","vdb-volume_scivis_orbit-y_9_2048_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","9","2048","3.8624","vdb-volume_ao_orbit-y_9_2048_NA_1_NA.png","3.6490","vdb-volume_ao_orbit-y_9_2048_NA_5_NA.png","0.3576","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_10.png","0.4020","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_5.png","4.0336","vdb-volume_scivis_orbit-y_9_2048_false_1_NA.png","3.9800","vdb-volume_scivis_orbit-y_9_2048_false_5_NA.png","3.1233","vdb-volume_scivis_orbit-y_9_2048_true_1_NA.png","3.0968","vdb-volume_scivis_orbit-y_9_2048_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","9","2048","3.9950","vdb-volume_ao_orbit-y_9_2048_NA_1_NA.png","3.3012","vdb-volume_ao_orbit-y_9_2048_NA_5_NA.png","0.3545","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_10.png","0.3988","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_5.png","3.8648","vdb-volume_scivis_orbit-y_9_2048_false_1_NA.png","3.8485","vdb-volume_scivis_orbit-y_9_2048_false_5_NA.png","3.1220","vdb-volume_scivis_orbit-y_9_2048_true_1_NA.png","3.1151","vdb-volume_scivis_orbit-y_9_2048_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","9","2048","11.6652","vdb-volume_ao_orbit-y_9_2048_NA_1_NA.png","10.6751","vdb-volume_ao_orbit-y_9_2048_NA_5_NA.png","1.0576","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_10.png","1.2008","vdb-volume_pathtracer_orbit-y_9_2048_NA_NA_5.png","11.9501","vdb-volume_scivis_orbit-y_9_2048_false_1_NA.png","11.8940","vdb-volume_scivis_orbit-y_9_2048_false_5_NA.png","8.4577","vdb-volume_scivis_orbit-y_9_2048_true_1_NA.png","9.2388","vdb-volume_scivis_orbit-y_9_2048_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","9","512","87.9206","vdb-volume_ao_orbit-y_9_512_NA_1_NA.png","79.0077","vdb-volume_ao_orbit-y_9_512_NA_5_NA.png","8.7849","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_10.png","9.8798","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_5.png","90.3383","vdb-volume_scivis_orbit-y_9_512_false_1_NA.png","90.0584","vdb-volume_scivis_orbit-y_9_512_false_5_NA.png","70.7499","vdb-volume_scivis_orbit-y_9_512_true_1_NA.png","70.1971","vdb-volume_scivis_orbit-y_9_512_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","9","512","192.5639","vdb-volume_ao_orbit-y_9_512_NA_1_NA.png","178.4752","vdb-volume_ao_orbit-y_9_512_NA_5_NA.png","18.1466","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_10.png","20.5908","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_5.png","196.0627","vdb-volume_scivis_orbit-y_9_512_false_1_NA.png","195.1398","vdb-volume_scivis_orbit-y_9_512_false_5_NA.png","151.2667","vdb-volume_scivis_orbit-y_9_512_true_1_NA.png","151.0974","vdb-volume_scivis_orbit-y_9_512_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","9","512","61.8525","vdb-volume_ao_orbit-y_9_512_NA_1_NA.png","55.1058","vdb-volume_ao_orbit-y_9_512_NA_5_NA.png","5.5872","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_10.png","6.3232","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_5.png","62.9537","vdb-volume_scivis_orbit-y_9_512_false_1_NA.png","60.5030","vdb-volume_scivis_orbit-y_9_512_false_5_NA.png","47.8888","vdb-volume_scivis_orbit-y_9_512_true_1_NA.png","48.5084","vdb-volume_scivis_orbit-y_9_512_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","9","512","57.6515","vdb-volume_ao_orbit-y_9_512_NA_1_NA.png","53.5194","vdb-volume_ao_orbit-y_9_512_NA_5_NA.png","5.9683","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_10.png","6.6914","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_5.png","57.9851","vdb-volume_scivis_orbit-y_9_512_false_1_NA.png","62.0705","vdb-volume_scivis_orbit-y_9_512_false_5_NA.png","41.5313","vdb-volume_scivis_orbit-y_9_512_true_1_NA.png","47.4732","vdb-volume_scivis_orbit-y_9_512_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","9","512","172.3339","vdb-volume_ao_orbit-y_9_512_NA_1_NA.png","157.8290","vdb-volume_ao_orbit-y_9_512_NA_5_NA.png","16.3252","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_10.png","18.4342","vdb-volume_pathtracer_orbit-y_9_512_NA_NA_5.png","175.2047","vdb-volume_scivis_orbit-y_9_512_false_1_NA.png","175.9259","vdb-volume_scivis_orbit-y_9_512_false_5_NA.png","137.0665","vdb-volume_scivis_orbit-y_9_512_true_1_NA.png","136.3223","vdb-volume_scivis_orbit-y_9_512_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","10","1024","22.6909","vdb-volume_ao_orbit-y_10_1024_NA_1_NA.png","20.3134","vdb-volume_ao_orbit-y_10_1024_NA_5_NA.png","2.1924","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_10.png","2.4925","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_5.png","23.1257","vdb-volume_scivis_orbit-y_10_1024_false_1_NA.png","23.1957","vdb-volume_scivis_orbit-y_10_1024_false_5_NA.png","18.0792","vdb-volume_scivis_orbit-y_10_1024_true_1_NA.png","18.2040","vdb-volume_scivis_orbit-y_10_1024_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","10","1024","50.5459","vdb-volume_ao_orbit-y_10_1024_NA_1_NA.png","46.6620","vdb-volume_ao_orbit-y_10_1024_NA_5_NA.png","4.5706","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_10.png","5.1997","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_5.png","51.1250","vdb-volume_scivis_orbit-y_10_1024_false_1_NA.png","51.0895","vdb-volume_scivis_orbit-y_10_1024_false_5_NA.png","39.3789","vdb-volume_scivis_orbit-y_10_1024_true_1_NA.png","39.3733","vdb-volume_scivis_orbit-y_10_1024_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","10","1024","15.4384","vdb-volume_ao_orbit-y_10_1024_NA_1_NA.png","13.3713","vdb-volume_ao_orbit-y_10_1024_NA_5_NA.png","1.4226","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_10.png","1.4807","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_5.png","16.0243","vdb-volume_scivis_orbit-y_10_1024_false_1_NA.png","15.6806","vdb-volume_scivis_orbit-y_10_1024_false_5_NA.png","11.9585","vdb-volume_scivis_orbit-y_10_1024_true_1_NA.png","12.0285","vdb-volume_scivis_orbit-y_10_1024_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","10","1024","12.9645","vdb-volume_ao_orbit-y_10_1024_NA_1_NA.png","11.4412","vdb-volume_ao_orbit-y_10_1024_NA_5_NA.png","1.4346","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_10.png","1.6734","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_5.png","14.6332","vdb-volume_scivis_orbit-y_10_1024_false_1_NA.png","14.5690","vdb-volume_scivis_orbit-y_10_1024_false_5_NA.png","12.0435","vdb-volume_scivis_orbit-y_10_1024_true_1_NA.png","9.6648","vdb-volume_scivis_orbit-y_10_1024_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","10","1024","45.2403","vdb-volume_ao_orbit-y_10_1024_NA_1_NA.png","41.6668","vdb-volume_ao_orbit-y_10_1024_NA_5_NA.png","4.1509","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_10.png","4.6881","vdb-volume_pathtracer_orbit-y_10_1024_NA_NA_5.png","46.1525","vdb-volume_scivis_orbit-y_10_1024_false_1_NA.png","46.3717","vdb-volume_scivis_orbit-y_10_1024_false_5_NA.png","35.9781","vdb-volume_scivis_orbit-y_10_1024_true_1_NA.png","35.6982","vdb-volume_scivis_orbit-y_10_1024_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","10","2048","5.7603","vdb-volume_ao_orbit-y_10_2048_NA_1_NA.png","5.1520","vdb-volume_ao_orbit-y_10_2048_NA_5_NA.png","0.5526","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_10.png","0.6282","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_5.png","5.8831","vdb-volume_scivis_orbit-y_10_2048_false_1_NA.png","5.8889","vdb-volume_scivis_orbit-y_10_2048_false_5_NA.png","4.6200","vdb-volume_scivis_orbit-y_10_2048_true_1_NA.png","4.6370","vdb-volume_scivis_orbit-y_10_2048_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","10","2048","12.8657","vdb-volume_ao_orbit-y_10_2048_NA_1_NA.png","11.9091","vdb-volume_ao_orbit-y_10_2048_NA_5_NA.png","1.1524","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_10.png","1.3113","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_5.png","13.0829","vdb-volume_scivis_orbit-y_10_2048_false_1_NA.png","13.0819","vdb-volume_scivis_orbit-y_10_2048_false_5_NA.png","10.0573","vdb-volume_scivis_orbit-y_10_2048_true_1_NA.png","9.9993","vdb-volume_scivis_orbit-y_10_2048_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","10","2048","3.8761","vdb-volume_ao_orbit-y_10_2048_NA_1_NA.png","3.5232","vdb-volume_ao_orbit-y_10_2048_NA_5_NA.png","0.3557","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_10.png","0.3957","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_5.png","4.0232","vdb-volume_scivis_orbit-y_10_2048_false_1_NA.png","4.0430","vdb-volume_scivis_orbit-y_10_2048_false_5_NA.png","3.1239","vdb-volume_scivis_orbit-y_10_2048_true_1_NA.png","3.0068","vdb-volume_scivis_orbit-y_10_2048_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","10","2048","3.7476","vdb-volume_ao_orbit-y_10_2048_NA_1_NA.png","3.5634","vdb-volume_ao_orbit-y_10_2048_NA_5_NA.png","0.3492","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_10.png","0.3965","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_5.png","3.6498","vdb-volume_scivis_orbit-y_10_2048_false_1_NA.png","3.9582","vdb-volume_scivis_orbit-y_10_2048_false_5_NA.png","2.8761","vdb-volume_scivis_orbit-y_10_2048_true_1_NA.png","3.0058","vdb-volume_scivis_orbit-y_10_2048_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","10","2048","11.5056","vdb-volume_ao_orbit-y_10_2048_NA_1_NA.png","10.5045","vdb-volume_ao_orbit-y_10_2048_NA_5_NA.png","1.0462","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_10.png","1.1814","vdb-volume_pathtracer_orbit-y_10_2048_NA_NA_5.png","11.8392","vdb-volume_scivis_orbit-y_10_2048_false_1_NA.png","11.7945","vdb-volume_scivis_orbit-y_10_2048_false_5_NA.png","9.1455","vdb-volume_scivis_orbit-y_10_2048_true_1_NA.png","9.0909","vdb-volume_scivis_orbit-y_10_2048_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","10","512","86.8802","vdb-volume_ao_orbit-y_10_512_NA_1_NA.png","78.5127","vdb-volume_ao_orbit-y_10_512_NA_5_NA.png","8.6290","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_10.png","9.7450","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_5.png","89.2347","vdb-volume_scivis_orbit-y_10_512_false_1_NA.png","88.8865","vdb-volume_scivis_orbit-y_10_512_false_5_NA.png","70.0442","vdb-volume_scivis_orbit-y_10_512_true_1_NA.png","70.0511","vdb-volume_scivis_orbit-y_10_512_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","10","512","181.5409","vdb-volume_ao_orbit-y_10_512_NA_1_NA.png","176.8000","vdb-volume_ao_orbit-y_10_512_NA_5_NA.png","17.9188","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_10.png","20.2723","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_5.png","193.4356","vdb-volume_scivis_orbit-y_10_512_false_1_NA.png","187.4632","vdb-volume_scivis_orbit-y_10_512_false_5_NA.png","149.6670","vdb-volume_scivis_orbit-y_10_512_true_1_NA.png","149.3694","vdb-volume_scivis_orbit-y_10_512_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","10","512","51.4393","vdb-volume_ao_orbit-y_10_512_NA_1_NA.png","56.1795","vdb-volume_ao_orbit-y_10_512_NA_5_NA.png","5.6074","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_10.png","6.2592","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_5.png","62.0459","vdb-volume_scivis_orbit-y_10_512_false_1_NA.png","59.1436","vdb-volume_scivis_orbit-y_10_512_false_5_NA.png","47.3133","vdb-volume_scivis_orbit-y_10_512_true_1_NA.png","47.9966","vdb-volume_scivis_orbit-y_10_512_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","10","512","58.6920","vdb-volume_ao_orbit-y_10_512_NA_1_NA.png","53.4545","vdb-volume_ao_orbit-y_10_512_NA_5_NA.png","5.6821","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_10.png","5.7588","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_5.png","47.0901","vdb-volume_scivis_orbit-y_10_512_false_1_NA.png","54.2361","vdb-volume_scivis_orbit-y_10_512_false_5_NA.png","46.7631","vdb-volume_scivis_orbit-y_10_512_true_1_NA.png","47.0493","vdb-volume_scivis_orbit-y_10_512_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","10","512","169.8748","vdb-volume_ao_orbit-y_10_512_NA_1_NA.png","155.5645","vdb-volume_ao_orbit-y_10_512_NA_5_NA.png","16.0334","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_10.png","18.2470","vdb-volume_pathtracer_orbit-y_10_512_NA_NA_5.png","172.1647","vdb-volume_scivis_orbit-y_10_512_false_1_NA.png","172.7647","vdb-volume_scivis_orbit-y_10_512_false_5_NA.png","134.7613","vdb-volume_scivis_orbit-y_10_512_true_1_NA.png","134.5339","vdb-volume_scivis_orbit-y_10_512_true_5_NA.png"
